qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,block,row,range,plotNumber,genotype,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,kernelColor,earMass,notes,year,locationYear,environment,sampleID
23-C-1738671,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,67,1738671,I137TN,9.122,NA,3.177,2.1,NA,8,120,26.75,32.1,6.3,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738671-23
23-C-1738671,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,67,1738671,I137TN,7.0489999999999995,NA,2.8230000000000004,2.14,NA,12,47,22.127659574468087,10.4,6,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738671-21
23-C-1738671,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,67,1738671,I137TN,NA,NA,3.628,NA,NA,12,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738671-22
23-C-1738671,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,67,1738671,I137TN,9.577,NA,3.5500000000000003,2.16,NA,12,126,29.12698412698413,36.7,9.5,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738671-24
23-C-1738671,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,67,1738671,I137TN,8.906,NA,3.068,2.125,NA,10,55,30.545454545454547,16.8,7.7,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738671-25
23-C-1738671,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,67,1738671,I137TN,8.05,NA,3.2310000000000003,2.038,NA,10,72,29.027777777777775,20.9,6.8,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738671-26
23-C-1738672,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,8,54,1738672,K148,13.498,NA,3.565,2.2350000000000003,NA,10,202,17.17821782178218,34.7,19.1,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738672-24
23-C-1738672,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,8,54,1738672,K148,10.737000000000002,NA,2.8550000000000004,2.1670000000000003,NA,10,55,16.181818181818183,8.9,10.1,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738672-22
23-C-1738672,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,8,54,1738672,K148,11.938,NA,3.41,2.256,NA,10,178,16.96629213483146,30.2,16.4,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738672-25
23-C-1738672,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,8,54,1738672,K148,10.995000000000001,NA,3.0460000000000003,2.091,NA,10,70,19.142857142857142,13.4,12.4,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738672-23
23-C-1738672,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,8,54,1738672,K148,NA,NA,3.294,NA,NA,12,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738672-21
23-C-1738673,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,71,1738673,M162W,10.937000000000001,NA,4.385000000000001,2.7170000000000005,NA,14,254,30.944881889763774,78.6,8.8,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738673-25
23-C-1738673,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,71,1738673,M162W,10.458,NA,4.313000000000001,2.565,NA,14,192,35.572916666666664,68.3,10.8,NA,NA,Sweetcorn;Severe bend in ear. String used to measure cob length,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738673-23
23-C-1738673,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,71,1738673,M162W,8.736,NA,4.408,2.731,NA,14,150,43.8,65.7,10.2,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738673-22
23-C-1738673,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,71,1738673,M162W,10.998000000000001,NA,4.173,2.7460000000000004,NA,12,115,39.82608695652174,45.8,11.1,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738673-24
23-C-1738673,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,71,1738673,M162W,NA,NA,4.058,NA,NA,12,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738673-21
23-C-1738673,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,71,1738673,M162W,9.858,NA,3.29,1.734,NA,10,59,38.474576271186436,22.7,6,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738673-26
23-C-1738674,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,4,74,1738674,NC33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738674-22
23-C-1738674,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,4,74,1738674,NC33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738674-23
23-C-1738674,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,4,74,1738674,NC33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738674-21
23-C-1738674,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,4,74,1738674,NC33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738674-24
23-C-1738675,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,44,1738675,NC346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738675-23
23-C-1738675,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,44,1738675,NC346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738675-21
23-C-1738675,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,44,1738675,NC346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738675-22
23-C-1738675,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,44,1738675,NC346,15.387,NA,3.4490000000000003,2.402,NA,12,84,37.61904761904762,31.6,11.5,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738675-26
23-C-1738675,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,44,1738675,NC346,14.514,NA,3.5600000000000005,2.197,NA,12,113,28.14159292035398,31.8,10.1,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738675-24
23-C-1738675,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,44,1738675,NC346,NA,NA,3.4570000000000003,NA,NA,14,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738675-25
23-C-1738676,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,71,1738676,NC348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738676-21
23-C-1738676,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,71,1738676,NC348,7.626000000000001,NA,2.795,2.1270000000000002,NA,10,71,18.028169014084508,12.8,4.2,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738676-22
23-C-1738676,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,71,1738676,NC348,9.885,NA,2.616,2.195,NA,10,59,7.288135593220339,4.3,5.4,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738676-23
23-C-1738676,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,71,1738676,NC348,12.873,NA,3.08,1.957,NA,10,101,23.96039603960396,24.2,10.2,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738676-26
23-C-1738676,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,71,1738676,NC348,NA,NA,2.8320000000000003,NA,NA,10,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738676-25
23-C-1738676,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,71,1738676,NC348,10.740000000000002,NA,3.1170000000000004,2.281,NA,10,38,30.78947368421052,11.7,10.9,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738676-24
23-C-1738677,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,9,69,1738677,NC298,9.811,NA,2.822,2.075,NA,12,28,23.92857142857143,6.7,8.7,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738677-22
23-C-1738677,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,9,69,1738677,NC298,8.447000000000001,NA,2.981,2.004,NA,12,90,25.77777777777778,23.2,7.1,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738677-25
23-C-1738677,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,9,69,1738677,NC298,11.504000000000001,NA,2.9930000000000003,1.9030000000000002,NA,10,122,25.08196721311475,30.6,8.7,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738677-26
23-C-1738677,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,9,69,1738677,NC298,7.344,NA,3.0920000000000005,2.011,NA,10,68,20.294117647058822,13.8,5.3,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738677-24
23-C-1738677,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,9,69,1738677,NC298,NA,NA,2.9050000000000002,NA,NA,10,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738677-23
23-C-1738677,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,9,69,1738677,NC298,10.934000000000001,NA,3.144,2.091,NA,10,84,30.119047619047617,25.3,9.7,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738677-21
23-C-1738678,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,4,54,1738678,M14,15.347000000000001,NA,3.7430000000000003,2.325,NA,18,513,17.212475633528264,88.3,12.9,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738678-23
23-C-1738678,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,4,54,1738678,M14,16.180000000000003,NA,3.8960000000000004,2.3489999999999998,NA,18,393,18.77862595419847,73.8,14.9,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738678-22
23-C-1738678,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,4,54,1738678,M14,16.098,NA,3.782,2.388,NA,16,419,19.427207637231504,81.4,15.9,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738678-25
23-C-1738678,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,4,54,1738678,M14,NA,NA,3.8590000000000004,NA,NA,16,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738678-26
23-C-1738678,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,4,54,1738678,M14,15.05,NA,3.7600000000000002,2.106,NA,16,369,18.428184281842817,68,10.6,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738678-24
23-C-1738678,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,4,54,1738678,M14,15.144,NA,3.4920000000000004,2.192,NA,14,281,19.715302491103202,55.4,15.2,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738678-21
23-C-1738679,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,54,1738679,VA102,17.268,NA,3.8659999999999997,2.343,NA,10,291,28.865979381443296,84,19.1,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738679-23
23-C-1738679,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,54,1738679,VA102,14.325000000000001,NA,3.979,2.47,NA,10,253,27.588932806324106,69.8,17.1,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738679-25
23-C-1738679,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,54,1738679,VA102,14.002000000000002,NA,4.045000000000001,2.5170000000000003,NA,12,291,28.04123711340206,81.6,17.8,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738679-24
23-C-1738679,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,54,1738679,VA102,16.343,NA,4.165,2.523,NA,12,341,28.856304985337246,98.4,22,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738679-22
23-C-1738679,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,54,1738679,VA102,13.605000000000002,NA,3.83,2.388,NA,12,302,29.205298013245034,88.2,18.1,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738679-21
23-C-1738680,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,44,1738680,WHITE VARIEGATED,13.330000000000002,NA,2.914,1.915,NA,12,179,20.16759776536313,36.1,9.2,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738680-24
23-C-1738680,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,44,1738680,WHITE VARIEGATED,7.123000000000001,NA,3.3350000000000004,2.0940000000000003,NA,14,180,15.166666666666668,27.3,3.1,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738680-21
23-C-1738680,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,44,1738680,WHITE VARIEGATED,13.113999999999999,NA,3.311,2.012,NA,16,193,22.2279792746114,42.9,10.6,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738680-22
23-C-1738680,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,44,1738680,WHITE VARIEGATED,11.054000000000002,NA,3.3890000000000002,2.1100000000000003,NA,16,241,18.17427385892116,43.8,7,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738680-23
23-C-1738680,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,44,1738680,WHITE VARIEGATED,13.838999999999999,NA,3.333,2.095,NA,16,455,15.120879120879122,68.8,9.8,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738680-25
23-C-1738680,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,44,1738680,WHITE VARIEGATED,NA,NA,3.596,NA,NA,16,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738680-26
23-C-1738681,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,50,1738681,WHITE VARIEGATED,NA,NA,3.3630000000000004,NA,NA,14,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738681-23
23-C-1738681,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,50,1738681,WHITE VARIEGATED,12.171,NA,3.173,2.221,NA,14,103,18.834951456310677,19.4,12.3,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738681-24
23-C-1738681,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,50,1738681,WHITE VARIEGATED,11.432,NA,3.5850000000000004,2.048,NA,14,206,19.029126213592235,39.2,6.3,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738681-22
23-C-1738681,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,50,1738681,WHITE VARIEGATED,12.457,NA,2.938,2.016,NA,14,81,19.25925925925926,15.6,9.2,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738681-26
23-C-1738681,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,50,1738681,WHITE VARIEGATED,12.868000000000002,NA,3.476,2.032,NA,16,219,18.584474885844752,40.7,8.2,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738681-21
23-C-1738681,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,50,1738681,WHITE VARIEGATED,13.713000000000001,NA,3.5220000000000002,2.0989999999999998,NA,16,351,17.74928774928775,62.3,10.9,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738681-25
23-C-1738682,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,67,1738682,WHITE VARIEGATED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738682-21
23-C-1738683,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,8,78,1738683,WHITE VARIEGATED,11.536000000000001,NA,3.3240000000000003,2.022,NA,16,185,14.91891891891892,27.6,8.1,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738683-26
23-C-1738683,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,8,78,1738683,WHITE VARIEGATED,14.812000000000001,NA,3.6020000000000003,2.306,NA,16,239,17.489539748953973,41.8,13.5,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738683-24
23-C-1738683,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,8,78,1738683,WHITE VARIEGATED,12.799,NA,3.5780000000000003,2.286,NA,14,315,18.03174603174603,56.8,11.3,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738683-25
23-C-1738683,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,8,78,1738683,WHITE VARIEGATED,15.213000000000001,NA,3.276,2.278,NA,14,156,15.448717948717949,24.1,12.8,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738683-23
23-C-1738683,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,8,78,1738683,WHITE VARIEGATED,NA,NA,3.415,NA,NA,14,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738683-21
23-C-1738683,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,8,78,1738683,WHITE VARIEGATED,14.916,NA,2.9030000000000005,1.9600000000000002,NA,12,119,14.285714285714285,17,9.3,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length;Cob broke in pieces during shelling,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738683-22
23-C-1738684,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,42,1738684,B73,14.325000000000001,NA,4.231000000000001,2.613,NA,16,438,22.602739726027394,99,23.3,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738684-26
23-C-1738684,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,42,1738684,B73,12.635,NA,4.347,2.737,NA,16,407,22.285012285012286,90.7,19.6,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738684-24
23-C-1738684,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,42,1738684,B73,14.254,NA,4.394,2.676,NA,16,487,22.587268993839835,110,25.6,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738684-25
23-C-1738684,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,42,1738684,B73,13.238999999999999,NA,4.485,2.745,NA,16,385,25.922077922077925,99.8,24.5,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738684-21
23-C-1738684,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,42,1738684,B73,12.581000000000001,NA,4.461,2.8320000000000003,NA,18,268,26.007462686567166,69.7,22.2,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738684-23
23-C-1738684,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,42,1738684,B73,NA,NA,4.732,NA,NA,20,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738684-22
23-C-1738685,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,42,1738685,B73,14.896,NA,4.4750000000000005,2.599,NA,16,530,25.358490566037737,134.4,27.2,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738685-26
23-C-1738685,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,42,1738685,B73,12.883000000000003,NA,4.518,2.6170000000000004,NA,16,405,23.679012345679013,95.9,20.3,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738685-22
23-C-1738685,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,42,1738685,B73,14.285,NA,4.913,2.8420000000000005,NA,18,444,25.202702702702705,111.9,31.1,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738685-24
23-C-1738685,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,42,1738685,B73,NA,NA,4.8180000000000005,NA,NA,18,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738685-25
23-C-1738685,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,42,1738685,B73,13.497,NA,4.663,2.5890000000000004,NA,18,297,26.060606060606062,77.4,25,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738685-23
23-C-1738685,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,42,1738685,B73,11.968000000000002,NA,4.238,2.39,NA,18,248,25.443548387096776,63.1,18.4,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738685-21
23-C-1738686,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,45,1738686,B73,11.392000000000001,NA,3.6180000000000003,2.686,NA,16,149,21.2751677852349,31.7,14.5,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738686-23
23-C-1738686,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,45,1738686,B73,13.64,NA,4.242,2.7350000000000003,NA,16,267,24.681647940074907,65.9,24.5,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738686-24
23-C-1738686,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,45,1738686,B73,13.047,NA,4.4799999999999995,2.91,NA,16,255,26.039215686274513,66.4,24.3,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738686-25
23-C-1738686,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,45,1738686,B73,12.107,NA,3.84,2.67,NA,16,182,20.604395604395602,37.5,18.8,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738686-22
23-C-1738686,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,45,1738686,B73,13.049000000000001,NA,3.5570000000000004,2.638,NA,16,117,18.205128205128208,21.3,19.4,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738686-21
23-C-1738686,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,45,1738686,B73,NA,NA,4.651,NA,NA,18,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738686-26
23-C-1738687,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,43,1738687,B73,11.376000000000001,NA,3.594,2.6340000000000003,NA,16,106,20.28301886792453,21.5,14.6,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738687-21
23-C-1738687,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,43,1738687,B73,NA,NA,4.39,NA,NA,16,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738687-23
23-C-1738687,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,43,1738687,B73,13.023,NA,4.386,2.552,NA,16,374,24.331550802139038,91,21.7,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738687-25
23-C-1738687,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,43,1738687,B73,11.701,NA,4.309,2.5220000000000002,NA,18,450,19.77777777777778,89,16.1,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738687-24
23-C-1738687,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,43,1738687,B73,11.884,NA,4.433,2.779,NA,20,248,24.354838709677416,60.4,20.7,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738687-22
23-C-1738688,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,45,1738688,B73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738688-21
23-C-1738688,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,12,45,1738688,B73,NA,NA,4.591,NA,NA,16,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738688-26
