qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,earWeight,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,notes,harvestDate,locationYear,environment,pedigreeID,resequencingSNPSGenotype
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT217$ROW12$RANGE34$NC236,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,34,217,NC236,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.984,16.7,4.68,2.95,33.7,12.7,487,23.767,113.5,143.8,30.3,0.0967,75.3230191,11.33630488,5.35961178,1.699510886,1.523809594,yellow,NA,; ;fungus; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NC236
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT218$ROW12$RANGE33$A679,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,33,218,A679,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.373,12.732,4.585,3.03,26.3,NA,NA,18,97.4,118.267,20.867,0.099566667,78.25089972,10.92760526,4.201774544,1.845965812,1.517017241,yellow,NA,fungus; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,A679
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT219$ROW12$RANGE32$K55,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,32,219,K55,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.201,6.441,3.85,2.991,12,14,175,15.2,27.3,36.5,9.2,0.097733333,71.18855685,15.596343450000001,4.491874137,1.817993853,1.482265486,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,K55
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT22$ROW15$RANGE24$CML321,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,15,24,22,CML321,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.158,12.87,3.395,2.796,23.3,14,111,2.55,4.5,20.592,16.092,0.1226,66.9409851,18.83117031,7.456150506,2.39449076,1.723313266,yellow,NA,decayed; mold; shriveled kernels; ;decayed; mold; shriveled kernels; ;decayed; mold; shriveled kernels; ;decayed; mold; shriveled kernels; ;decayed; mold; shriveled kernels; ;decayed; mold; shriveled kernels; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,CML321
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT220$ROW12$RANGE31$A619,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,31,220,A619,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.452,NA,4.029,2.986,NA,13,58,28.376,16.6,32.7,16.1,0.0916,73.31655694,12.5989613,4.479748592,2.50041819,1.506735048,yellow,NA,; ;damaged kernels; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,A619
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT224$ROW12$RANGE27$SD40,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,27,224,SD40,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.708,13.066,3.809,2.606,23.5,12,308,23.25,71.7,85.6,13.9,0.103,74.72780006,12.04732717,4.631839288,1.545148219,1.52457471,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,SD40
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT226$ROW12$RANGE25$VA59,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,25,226,VA59,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.487,11.164,3.533,2.265,25,10,239,22.7,52.9,66.6,13.7,0.094966667,71.79817263,14.87478497,5.297701633,1.98174477,1.623679002,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Va59
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT227$ROW12$RANGE24$PHT77,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,24,227,PHT77,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.779,11.195,3.873,2.87,26,12,342,13.6,52.6,70.1,17.5,0.099233333,74.12472223,14.43613744,3.627442613,1.819999904,1.450194736,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,PHT77
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT228$ROW12$RANGE23$PHG72,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,23,228,PHG72,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.231,13.357,3.642,2.366,30.3,14,397,16.5,63.1,77.333,14.233,0.102066667,74.06219728,14.00367893,4.696911311,1.757499135,1.558534636,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,PHG72
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT229$ROW12$RANGE22$PHV63,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,22,229,PHV63,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.131,13.397,4.226,2.896,25.8,16.5,340,18.788,64.2,86.025,21.825,0.104833333,75.88743256,12.12502825,4.908443909,1.797154513,1.684754023,yellow/white,NA,multiple colors; ;multiple colors; krn and kpr may be wrong (rows hard to define); ;multiple colors; ;multiple colors; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,PHV63
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT230$ROW12$RANGE21$H8431,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,21,230,H8431,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.763,11.092,3.715,2.313,25.5,13.5,250,18.9,47,58.5,11.5,0.104466667,76.78454471,12.0242086,4.156495376,2.335782757,1.562805842,yellow,NA,mold; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NKH8431
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT231$ROW12$RANGE20$H105W,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,20,231,H105W,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.071,10.498,3.511,2.51,16,14,159,18.7,30,41.1,11.1,0.077966667,67.83556597,13.30372132,4.265949649,3.524893036,1.380157649,white,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,H105W
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT232$ROW12$RANGE19$A659,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,19,232,A659,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.783,11.362,4.078,3.18,16,12,194,18.35,37.5,65.367,27.867,0.097033333,69.87337198,13.99006321,4.2305864,3.258772998,1.524912672,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,A659
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT233$ROW12$RANGE18$11430,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,18,233,11430,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.329,12.43,4.05,2.836,22,14,263,15.7,47.6,65.3,17.7,0.089666667,69.5503387,14.13856749,4.831024256,2.948318269,1.576797074,yellow/orange,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,11430
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT234$ROW12$RANGE17$NC232,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,17,234,NC232,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,10.956,4.381,2.87,23,14.7,284,21.467,68.3,87.067,18.767,0.1006,71.88170937,14.57896046,5.249783954,2.373943699,1.607086378,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NC232
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT235$ROW12$RANGE16$SD44,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,16,235,SD44,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.921,12.31,3.938,2.53,24,15.5,338,19.55,64.6,77.95,13.35,0.096166667,75.14491021,12.87786261,4.492134136,1.318607345,1.477066337,yellow,NA,mold; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,SD44
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT237$ROW12$RANGE14$PHG35,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,14,237,PHG35,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.18,13.431,4.316,2.81,25.2,12,277,26.91,75.2,100.83,25.63,0.0991,71.70947646,12.83600305,4.594923673,2.772152229,1.45810363,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,PHG35
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT238$ROW12$RANGE13$VA99,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,13,238,VA99,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.19,13.969,3.86,2.555,21.5,15.8,258,26.163,66.9,87.338,20.438,0.101033333,71.63314445,14.12342418,4.70250387,2.095457651,1.625173713,orange,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Va99
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT239$ROW12$RANGE12$NC350,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,12,239,NC350,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.134,5.792,2.858,2.131,11,12,49,14.949,7.3,12.95,5.65,NA,NA,NA,NA,NA,NA,yellow,NA,broken cob?; ;broken cob?; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NC350
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT24$ROW15$RANGE26$CML52,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,15,26,24,CML52,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.643,6.305,2.691,1.994,16.3,11,134,3.025,4.3,11.833,7.533,NA,NA,NA,NA,NA,NA,white,NA,tiny and shriveled; ;tiny and shriveled; ;tiny and shriveled; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,CML_52
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT241$ROW12$RANGE10$B57,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,10,241,B57,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.399,10.809,3.979,2.715,20,12,114,28.9,32.7,49.525,16.825,0.100033333,72.11618229,13.79116697,5.321329921,2.111069078,1.489770693,yellow,NA,; ;insect damage; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,B57
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT242$ROW12$RANGE9$B73,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,9,242,B73,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.262,11.022,4.71,3.149,23,16.4,286,24.39,67.2,91.617,24.417,0.1032,73.9587051,12.08922093,5.017916233,2.296732206,1.579203311,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,B73
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT243$ROW12$RANGE8$VA22,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,8,243,VA22,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.555,12.051,3.311,2.655,22,11.8,188,17.767,33.5,58.825,25.325,0.097366667,66.25420618,17.50237623,5.162955109,2.970152346,1.75514201,yellow,NA,; ;; ;; ;fungus; mold; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Va22
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT244$ROW12$RANGE7$B73,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,7,244,B73,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.608,9.949,4.477,3.055,21.8,15.6,226,25.73,58.2,79,20.8,0.100133333,75.26120125,11.1733414,4.654689158,2.165726766,1.547782939,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,B73
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT245$ROW12$RANGE6$VA17,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,6,245,VA17,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.376,NA,NA,2.667,NA,NA,40,19.875,8,24.833,16.833,0.084966667,67.59153464,15.54630084,5.350352949,2.746983659,1.628236566,yellow,NA,; ;; ;damaged; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Va17
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT246$ROW12$RANGE5$CML247,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,5,246,CML247,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.153,NA,NA,2.787,NA,NA,61,4.728,2.9,19.75,16.85,0.0993,65.20642518,15.18230036,4.762095625,3.673300445,2.296923897,brown,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,CML_247
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT248$ROW12$RANGE3$IL14H,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,3,248,IL14H,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.354,8.621,3.445,2.763,13,11.3,103,23.05,24.8,34.367,9.567,0.096566667,73.78555973,15.33956344,5.256188119,0.600404147,1.147613847,yellow/white,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Il14H
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT249$ROW11$RANGE3$3IIH6,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,3,249,3IIH6,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.704,13.796,3.955,2.5,28.8,14.8,374,25.62,93.9,109.46,15.56,0.1028,78.27003879,10.47662931,4.290016476,1.44925941,1.50727989,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,DK3IIH6
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT25$ROW15$RANGE27$CI.7,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,15,27,25,CI.7,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.417,8.412,3.779,2.399,18.8,14.5,146,17.613,26.3,43.142,16.842,0.090833333,67.26497454,14.68700919,4.713955714,3.032603205,1.463851843,white,NA,shriveled/scaterred ; ;shriveled/scaterred ; ;shriveled/scaterred / mold/fungus; ;shriveled; ;shriveled; ;shiveled; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Ci7Goodman.Buckler
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT250$ROW11$RANGE4$ZS365,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,4,250,ZS365,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.967,10.077,4.126,2.394,20,15.5,240,29.91,71.4,84.992,13.592,0.098966667,73.62067211,12.11274845,4.311452853,1.884414829,1.400104531,yellow,NA,fungus; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,ZS365
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT251$ROW11$RANGE5$NC314,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,5,251,NC314,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.667,9.768,2.905,2.237,13.7,13.2,93,26.417,24.5,37.933,13.433,0.093133333,74.22110813,12.78752691,4.389135767,1.689983829,1.637402014,yellow,NA,fungus; ;; ;fungus; ;fungus; ;fungus; ;fungus; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NC314
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT252$ROW11$RANGE6$LH51,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,6,252,LH51,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.215,17.991,3.524,1.91,28.2,9.7,248,31.675,80,93.85,13.85,0.097533333,74.14856107,11.40195509,4.862384957,2.169021148,1.497978688,yellow,NA,fungus; ;fungus; ;fungus; ;fungus; ;fungus; ;fungus; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,LH51
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT253$ROW11$RANGE7$2MA22,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,7,253,2MA22,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.472,8.996,3.043,2.022,17.2,12.7,155,27.49,41.9,56.575,14.675,0.103733333,76.00789607,14.65593049,3.448426117,1.551771985,1.414996628,yellow,NA,mold; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,2MA22
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT254$ROW11$RANGE8$PHG71,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,8,254,PHG71,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.397,14.15,3.709,2.42,23.7,12.4,259,29.3,75,86.367,11.367,0.098566667,73.21097782,14.54218725,3.819464305,2.00604918,1.407140686,yellow,NA,mold; ;; ;; ;; ;; ;fungus; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,PHG71
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT255$ROW11$RANGE9$CI31A,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,9,255,CI31A,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.997,8.105,3.591,2.516,17.7,13.8,177,14.15,27.4,38.85,11.45,0.098233333,67.12378409,16.6141337,5.56195264,2.459750045,1.582301397,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,CI31A
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT256$ROW11$RANGE10$CR1HT,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,10,256,CR1HT,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.222,8.744,3.354,2.096,26,12,261,15.35,42.9,50.383,7.483,0.096166667,73.61427014,12.69005077,4.268032782,1.656803344,1.668938804,yellow,NA,mold; ;mold; ;mold; ;mold; ;mold; ;mold; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,CR1HT
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT257$ROW11$RANGE11$OH43,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,11,257,OH43,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.903,15.279,3.617,2.63,31,13.2,295,17.767,47.7,62.067,14.367,0.100933333,75.36267144,12.94855969,3.917313201,2.144421925,1.571124988,yellow,NA,mold; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Oh43
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT258$ROW11$RANGE12$NC310,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,12,258,NC310,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.188,10.56,4.152,2.928,24.8,18,370,18.767,68.6,86.817,18.217,0.1015,77.28622633,11.17720366,4.52544139,0.999061475,1.556610365,yellow,NA,fungus; ;; ;; ;fungus; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NC310
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT259$ROW11$RANGE13$DE_2,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,13,259,DE_2,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.976,12.383,4.552,2.964,24.3,15.2,353,22.942,81.8,106.125,24.325,0.096933333,76.91042599,10.97881026,4.573370285,1.467375229,1.589918723,yellow,NA,fungus; ;fungus; ;fungus; ;fungus; ;fungus; ;fungus; ; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,DE2
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT26$ROW15$RANGE28$SG18,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,15,28,26,SG18,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.086,12.195,3.589,2.423,28.8,13.3,403,17.867,75.6,91.1,15.5,0.1075,75.74282711,11.54972576,4.318289258,1.494106887,1.380909513,orange,NA,; ;mold; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Sg_18
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT260$ROW11$RANGE14$NC340,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,14,260,NC340,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.641,13.761,3.318,2.151,28.3,12.3,344,25.042,87,100.667,13.667,0.097866667,74.5590498,12.30389088,3.690323888,1.855737663,1.42945796,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NC340
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT261$ROW11$RANGE15$MBST,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,15,261,MBST,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.33,14.034,3.555,2.374,25.4,12.4,238,16.98,41.3,53.517,12.217,0.1011,71.62784081,14.71148935,4.690427679,2.557725058,1.662528931,yellow,NA,not fully developed; ;fungus; ;fungus; ;fungus; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,MBST
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT262$ROW11$RANGE16$G80,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,16,262,G80,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.137,10.397,4.209,2.996,19,14.5,259,26.525,57.7,78.075,20.375,0.099066667,77.05864464,10.73447855,4.328131983,1.966977819,1.457837568,orange,NA,eaten kernels; ;mold; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,G80
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT263$ROW11$RANGE17$207,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,17,263,207,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.023,12.326,3.967,2.579,23.2,13.5,287,23.85,66.8,81.667,14.867,0.095766667,72.29347101,13.69065495,3.677424956,2.009821835,1.532861643,yellow,NA,fungus; ;fungus; ;fungus; ;fungus; ;fungus; ;fungus; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,PH207
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT264$ROW11$RANGE18$CML238,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,18,264,CML238,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.294,11.531,3.48,2.991,22,17,146,7.7,10.8,24.633,13.833,0.105966667,71.46316257,16.69397857,5.89306312,2.0722996,2.035071446,yellow,NA,blackened kernels; ;mold; ;mold; no kernels; ;mold; ;mold; fungus; ;mold; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,CML238
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT265$ROW11$RANGE19$CML38,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,19,265,CML38,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.68,NA,NA,2.636,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,bare cob; mold; ;bare cob; mold; ;bare cob; mold; ;bare cob; mold; ;bare cob; mold; ;bare cob; mold; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,CML38
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT266$ROW11$RANGE20$PA762,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,20,266,PA762,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.401,6.55,3.465,2.65,19,14,214,13.95,28.1,37.55,9.45,0.097233333,74.08778897,14.220803,5.873090266,1.881532582,1.725994154,yellow,NA,ak; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Pa762
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT267$ROW11$RANGE21$PHN11,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,11,21,267,PHN11,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.245,14.827,4.18,2.905,26.5,15.2,413,22.433,92,113.083,21.083,0.0981,74.03684894,12.7240426,3.602165606,1.819477722,1.524437019,yellow,NA,fungus; ;mold; ;fungus; ;fungus; ;mold; ;fungus; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,PHN11
